text,label
"Alan (Anthony Steffen), an English multi-millionaire with a few screws loose (thanks to his first wife's infidelity and untimely death during childbirth), entices sexy, red-headed women to his castle, offering them bundles of cash to stay the weekend. Once back at his ancestral pile, he gets them nekkid, proceeds to flog them with a bull-whip, and then kills them.<br /><br />But when he meets blonde hottie Gladys (Marina Malfatti) and falls for her ample charms, he decides to give up his murderous ways and get married. Their wedded bliss is short-lived, however, thanks to Alan's iffy mental state, which becomes increasingly fragile when his dead wife Evelyn starts to appear outside his window and a spate of gruesome murders occur within the castle grounds.<br /><br />So let's recap: a groovy 70s Euro-horror with loads of tasty women in various states of undress; spooky Gothic retreats and misty graveyards; a sadistic rich psycho with a penchant for drop-dead gorgeous babes with cracking bods; several vicious murders (including a great bit where one victim has her head bashed in with a rock and her entrails eaten by foxes). Normally, a checklist like that would guarantee me a good timeso why did I find 'The Night Evelyn Came Out Of Her Grave' so dull? Well, for starters, the plot is way too convoluted: there are red herrings, crazy plot developments, and suspects galore, and it all becomes a bit too much. By the ridiculous endingin which we discover that, all along, several people have been plotting to get their greedy paws on Alan's wealth, and that our red-head killing nut-job is actually supposed to be the hero of the moviemy head was hurting too much to care! Secondly, Emilio Maraglia's direction is pretty torpid. Stylish, yes; but as slow as molasses at times.<br /><br />And then there's the bits that are just too damn silly, possibly even for a giallo: the death by poisonous snake bite (surely one of the most bizarre choices of weapon ever); Alan's Aunt Agatha, an old crippled relative who is played by a pretty young woman; the hiring of a group of identical curly headed blondes as maids; the poor attempt at convincing the audience that the film is set in England (mentioning 'pounds' and hiring a crap police uniform for one of the extras is not enough); and then, of course, there is the unlikelihood of finding a bag of sulphuric acid laying next to a swimming pool...<br /><br />'The Night Evelyn Came Out Of Her Grave' isn't a total waste of time (how could it be, with so much female flesh on show?), but there are much better giallo's out there. Watch this one if you're a fan of the genre and you've already seen the bestbut don't expect too much.",0
"After losing the Emmy for her performance as Mama Rose in the television version of GYPSY, Bette won an Emmy the following year for BETTE MIDLER: DIVA LAS VEGAS, a live concert special filmed for HBO from Las Vegas. Midler, who has been performing live on stage since the 1970's, proves that she is still one of the most electrifying live performers in the business. From her opening number, her classic ""Friends"", where she descends from the wings atop a beautiful prop cloud, Bette commands the stage with style and charisma from a rap-styled number called ""I Look Good"" she then proves that she has a way with a joke like few other performers in this business as she segues her way through a variety of musical selections. The section of the show where she salutes burlesque goes on a little too long but she does manage to incorporate her old Sophie Tucker jokes here to good advantage (even though she actually forgets one joke in the middle of telling it, but her ad-libbing until she remembers it is hysterical). Bette also treats us to ""Rose's Turn"" from GYPSY and the title tune from her smash film THE ROSE as well as a shameless plug for her hit movie THE FIRST WIVES CLUB. She brings the house down near the end with ""Stay with Me, Baby"" from THE ROSE and her only #1 hit record, ""Wind Beneath My Wings"" from BEACHES. It's a dazzling evening of musical comedy entertainment and for Midler fans, it's a must.",1
"""COSBY,"" in my opinion, is a must-see CBS hit! I'm not sure if I've never seen every episode, but I still enjoyed it. It's hard to say which one is my favorite. Also, I really loved the theme song. If you ask me, even though I liked everyone, it would have been nice if Madeline Kahn hadn't passed away during the show's run. Since that happened, I've always wondered what the show would have been like. Everyone always gave a good performance, the production design was spectacular, the costumes were well-designed, and the writing was always very strong. In conclusion, even though it can be seen on TBS now, I strongly recommend you catch it just in case it goes off the air for good",1
"Flavia the Heretic is an undeniable work of art and probably my number one recommendation to state that the euro-exploitation cinema is severely underrated and not to be ignored. This is an intelligent and complex film, beautifully realized and  surprise  pretty damn accurate! This is more than just meaningless sleaze or gratuitous violence and it's about time those prudish film committees who categorize Flavia as forbidden trash reckon this as well. Flavia is a beautiful 14th century adolescent, forced to live the life of an obedient nun in a strict convent. She refuses to accept her being inferior just because she's female and she curses her fellow sister for being so tolerant about this. After a fruitless attempt to escape, she befriends another rebellious nun and she even guides a troop of bloodthirsty Muslims into the walls of the convent.<br /><br />Flavia is a downright mesmerizing film! Almost impossible to believe that director Gianfranco Mingozzi managed to make it appear so realistic and so disturbing. I challenge you to come up with a title that centers on the topic of pioneer-feminism more intensely than Flavia does. Several sequences are quite shocking (on the verge of nightmarish, actually) as the camera zooms in on brutal rapes, torture and mutilation. Yet all this raw footage isn't just used to satisfy perverted gorehounds, mind you. I'm strongly convinced that they're part of the statement 'Flavia' is trying to communicate: Humanity (the Catholic Church in particular) historically proved itself to be a hypocrite and discriminating race and there's no use in denying it any further. Films like ""Flavia, the Heretic"" have the courage to question and openly condemn our precious ancestors and I truly admire them for it. Flavia is an outstanding and fundamental exploitation film because of its substance, but it's even brought to an higher level by the wondrous cinematography, the glorious costumes & scenery and a breathtaking musical score by Nicola Piovani. Florinda Bolkin is very convincing as the ambitious and headstrong nun but it's María Casares who steals the show as Sister Agatha. She's a man-hating and loud-mouthed nun who likes to urinate in the open field! Amen, sister!",1
"First of all I need to say that I'm Portuguese and it's not usual to me spend my time watching Portuguese movies, probably one each year or even none...<br /><br />...And the reason is the almost generalized idea between the Portuguese people that the national pictures are awful, really close to the worst ever made! However, in the last decade, it starts to surprises me when we get back the funny of the 40s when ""Leão da Estrela"" e ""Costa do Castelo"" were among the worlds best of their time, with movies like ""Pulsação Zero"" or ""Sorte Nula"", both from director Fernando Fragata and also with some actors and music in common.<br /><br />This one is also good, not of the same kind because it isn't a true comedy; in fact it's officially a drama, a woman's drama the has some unexpected funny parts, cause of humorous characters or hilarious things that happen to them, like the hypothetical travel to the Caribbean just to get laid. <br /><br />The plot works and can surprise us a few times; the actors are fine, the locations regular as the score; but the truth is that it all make sense, then we can count it as a nice effort for the national cinema, that seems to be starting from the ashes as the phoenix.<br /><br />If you want to watch a Portuguese movie, surely you can take better option, but it stills one to be measured.",1
"What was the worst movie of 2003? ""Cat in the Hat?"" ""Gigli?"" Mais non! I propose that it was this atrocious little film from earlier in the year. Badly written, badly edited, and (if I may be so bold) badly acted, ""The Order"" is the black hole of film - a movie so dense not even the slightest bit of entertainment could escape from its event horizon of suck. It isn't even accidentally funny, like (for example) ""Showgirls.""<br /><br />You know that the producers are assuming that their audience isn't going to be very smart. They renamed the movie, originally titled ""The Sin Eaters,"" because they figured Americans were too stupid to understand what a sin eater was, even though they go to great lengths to explain what a sin eater is in the movie. Instead, they figure an utterly generic title and a picture of Heath Ledger looking sullen are more than enough to get you in there.<br /><br />And, hey, what do you know, they were right! My ex-girlfriend saw the picture of Heath and dragged me in. Congratulations, producers, you've met your target market. She also liked ""Grease II,"" so you're in good company.<br /><br />Back on topic, Heath plays a Catholic monk from a specific (you guessed it) order that is trying to investigate the murder of his mentor. He has celibacy issues, possibly because nobody in their right mind would believe that he knew the slightest thing about religion, much less be a celibate monk. The only other member of this order is a funny alcoholic fat guy. As much as I've wanted to see the return of the funny alcoholic to the big screen, his attempts at humor reminded me of all the dorks in my high school who did imitations of Monty Python, thinking that if they just said the lines like the Pythons did they would automatically be funny. You know the sort of people I'm talking about.<br /><br />If I utter any more, I would be in danger of generating spoilers. Frankly, the thing that spoiled this movie for me was the fact that it was created.",0
"Christopher Durang must have been taught by a memorably awful nun, because he just can't let go of the concept. The play, ""Sister Mary Ignatius Explains It All For You,"" was presented -- at least in Hollywood -- in precisely the same tone as Diane Keaton's lecture scenes here. Sister Mary was an exaggeration, a lampoon, a bitter satire of a serenely confident, doctrinaire and highly judgmental nun -- and as played by Lynn Redgrave, she was hilarious. But the movie insists that we take this exaggeration absolutely seriously -- while, as mentioned, maintaining the same tone in the ""explains it all"" scenes. The two approaches clash headlong and in the last twenty minutes, the movie goes off the track, plunges into the gorge, and explodes. There are no survivors. It could have worked, if the tone of the scenes with the four former students, and their encounter with Sister Mary, been pitched the same as the Sister Mary scenes. Or if the Sister Mary scenes been presented more realistically. This way simply doesn't work at all.",0
"This was an absolutely terrible movie. Don't be lured in by Christopher Walken or Michael Ironside. Both are great actors, but this must simply be their worst role in history. Even their great acting could not redeem this movie's ridiculous storyline. This movie is an early nineties US propaganda piece. The most pathetic scenes were those when the Columbian rebels were making their cases for revolutions. Maria Conchita Alonso appeared phony, and her pseudo-love affair with Walken was nothing but a pathetic emotional plug in a movie that was devoid of any real meaning. I am disappointed that there are movies like this, ruining actor's like Christopher Walken's good name. I could barely sit through it.",0
"Peter Weir's first international success, THE LAST WAVE is a mainly effective chiller with a fascinating back story based on Aboriginal myth. Richard Chamberlain gives a good performance as a defense lawyer whose life becomes increasingly unmoored from reality as he delves deeper into a murder case involving Aboriginal tribal rivalries. David Gulpilil plays one of the suspects, who does his best to guide Chamberlin thru the realm of 'Dreamtime', an alternate reality/timeline central to native Australian history and tribal custom. Heavy on atmosphere, deliberately ambiguous in plotting, the film builds to an unsettling finale which is somewhat diminished by poor effects, probably due to budgetary limitations. Nevertheless an intriguing film whose overall impression of mystery and dread lurking just below the surface of what we perceive as 'reality' will stay with you.",1
"I am Anthony Park, Glenn Park is my father. First off I want to say that the story behind this movie and the creation of the Amber Alert system is a good one. However the movie itself was poorly made and the acting was terrible. The major problem I had with the movie involved the second half with Nichole Timmons and father Glenn Park. The events surrounding that part of the story were not entirely correct. My father was suffering from psychological disorders at the time and picked up Nichole without any intent to harm her at all. He loved her like a daughter and was under the mindset that he was rescuing her from some sort of harm or neglect that he likely believed was coming from her mother who paid little attention to her over the 3 plus years that my father took care of her and summarily raised her so her mother could frolic about. The movie depicted my father in a manner that he was going to harm her in some way shape or form. The funny thing is that Nichole had spent many nights sometimes consecutively at my fathers place while Sharon would be working or doing whatever she was doing. The reason that my father was originally thought to be violent was because he had items that could be conceived to be weapons on his truck. My father was a landscaper. The items they deemed to be weapons were landscaping tools that he kept in his truck all the time for work. My recommendation is take this movie with a grain of salt, it is a good story and based on true events however the details of the movie (at least the Nichole Timmons - Glenn Park portion) are largely inaccurate and depict the failure of the director to discover the truth in telling the story. The funny thing is, that if the director would have interviewed any of Sharon's friends who knew the situation they would have stated exactly what I have posted here.",0
"It's not often I feel compelled to give negative criticism of a film; after all I often feel the maxim, ""if you don't have anything good to say don't say it at all,"" would be apt advice for the many naysayers we listen to everyday who nitpick at things we like. If it's all the same to you the reader though I feel compelled to point out that with the lone exception of Christopher Walken in a returning role as Gabriel this movie is pathetically HORRID. I say this to you to warn you in advance that even if you are a fan of Walken's deadpan delivery and style or liked the original ""Prophecy"" that you will be sorely dissapointed. If you buy it, return it. If you rent it, make sure it's only ninety-nine cents.<br /><br />What's wrong with this movie? A full list would take too long to read and would bore you to tears, but a short summary would be the following: the once rather crystalline clear picture of the relationship between angels and mortals of the first film is ripped to shreds. Gabriel is turned from the rather morbid right hand of God he once was (and in this role he is WICKEDLY funny in the first) to little more than a thug for heaven. Since Walken is so good at playing heavies (we all remember Frank White from ""King of New York"") he is still enjoyable but the supporting cast is an unmitigated and unconvincing mess of mortals and angels alike who couldn't buy a clue for 50 cents. If you can figure out the plot you're a smarter man than I. One gets the feeling we wander aimlessly from scene to scene just to move the film along to Walken's next big line. By the end of the movie you're actually wishing he'd blow his horn and make the walls of Jericho fall on the people who made this un-natural disaster.<br /><br />Bottom line - it's an insult to our intelligence that they made a sequel to this film in the first place. The original told the right story, answered the questions that should have been, and left alone the ones you were meant to ponder afterwards. There are no compelling reasons to follow these characters that was in the first - the priest who lost his faith, the little girl who kept the ""big secret"", the teacher who protected her children - even Lucifer himself was more interesting BY himself in the first film than all the other characters in the sequel put together. I feel sorry for anybody who sees this film and not the first because they'll probably never want to watch the original and that's a real tragedy.",0
"This review is for the extended cut of this movie.<br /><br />I first watched Dragon Lord when I bought it on DVD many years ago. I always liked this movie and you can read some of the more positive reviews of it to get the general idea.<br /><br />That being said. I've always found the storyline a bit confusing. The movie is, after all, a love story. And it always seemed strange to me that a love story should end with a 20 minute fight scene.<br /><br />Well, in the extended version this is no longer so. The old ""original"" version begins off with a huge barrel-climb/rugby-like sequence which is the new ending sequence in the extended version. The opening sequence is Dragon(Jackie Chan) hanging around his house and pretending to be training and reciting whenever his father is around.<br /><br />Other sequenced have also been shift or prolonged in the extended cut and the story makes a lot more sense when you watch it. The pacing is also better and overall it just works better. It feels more like a love story and doesn't leave you asking questions about why it ends so drastically and dramatically as the regular version does.<br /><br />I suggest everyone who is a Hong-Kong cinema, or just plain Jackie Chan fanatic to get a hold of the extended version and watch the movie the way it was originally intended.(Or at least that's how I think it was intended. Why else would they make it and rearrange some of the scenes) When I was done watching it, I felt like I had watched a completely new Jackie Chan movie although most of the sequences were the same.",1
"I wondered why I didn't like Peggy Sue Got Married more than I did, when it first came out in 1986, with all the hype. Somehow I found Nic Cage's character off-putting. Way off-putting. Then the plot didn't seem to make sense. Then by the end of the credits, the question came to mind: What point was this movie making? What was it saying? The answer, unfortunately, was not much, if anything. I really don't think this movie aimed at making a statement; unless it was ""your life is your life, you're gonna make the same mistakes no matter what, so keep your eye upon the doughnut, and not the hole"". Not a very profound statement, and I'm sorry, not profoundly made in this movie. The writing simply isn't that good. The direction is uneven, and is strangely overblown at times. Kathleen Turner was the best, and in my opinion, only worthwhile thing in this movie, and performed something of a miracle creating a whole character despite bizarre, unexplained circumstances, with a script that had no apparent statement to make. <br /><br />She also finally cleared up the mystery for me of the main reason I didn't enjoy this movie more. She states in her autobiography that Cage made a point of fighting his uncle Coppola's direction every step of the way, doing it ""his own way"" (not a good idea for a new actor), and putting on a goofy voice she called ""stupid"". His voice was annoying, abrasive and unnatural, and his character was obnoxious and overbearing as a young guy. I understand what he was attempting to do: play a young-guy ""hot shot"" who is not as hot as he thinks he is, setting up his own karma for future failure. But he goes overboard, the way he does it is abrasive, not effective, and if he had listened to his uncle instead of ""fighting the Man"", we would have had a more enjoyable film. Cage slips a little with his obnoxious voice stylings in the movie and occasionally sounds like a real person, and those scenes are more watchable than others. But if I had to watch the movie through in its entirety, I would find myself wanting to pay someone in L.A. to pour a bucket of water over his head during some of his more affected (put-on) scenes. <br /><br />The movie doesn't aim for a statement, doesn't make a point, is great to look at except when Cage is doing a demented Elvis impression (but without the voice), and is, ultimately, confusing and a waste of time. Given all this, Kathleen Turner surely deserved an Oscar in this flailing mess of a movie. I can't recommend anyone spending two hours watching this, unless you like Turner and have a remote to pick out all her scenes. Believe me, you will miss nothing plotwise by skipping the other scenes, and it will make just as much sense. <br /><br />Kathleen Turner is getting a lot of flak from critics regarding her Cage comments, which proves that she's strong enough to be honest, and to hell with other people's comments. You go, Turner! I'm not particularly a fan of this actress any more than I am of any other first-rate actor or actress, but her candor is refreshing. Cage's acting can be good to annoying, and here it doesn't work. At least, in this film, now we know why.",0
"First of all, let's get a few things straight here: a) I AM an anime fan- always has been as a matter of fact (I used to watch Speed Racer all the time in Preschool). b) I DO like several B-Movies because they're hilarious. c) I like the Godzilla movies- a lot.<br /><br />Moving on, when the movie first comes on, it seems like it's going to be your usual B-movie, down to the crappy FX, but all a sudden- BOOM! the anime comes on! This is when the movie goes WWWAAAAAYYYYY downhill.<br /><br />The animation is VERY bad & cheap, even worse than what I remember from SPEED RACER, for crissakes! In fact, it's so cheap, one of the few scenes from the movie I ""vividly"" remember is when a bunch of kids run out of a school... & it's the same kids over & over again! The FX are terrible, too; the dinosaurs look worse than Godzilla. In addition, the transition to live action to animation is unorganized, the dialogue & voices(especially the English dub that I viewed) was horrid & I was begging my dad to take the tape out of the DVD/ VHS player; The only thing that kept me surviving was cracking out jokes & comments like the robots & Joel/Mike on MST3K (you pick the season). Honestly, this is the only way to barely enjoy this movie & survive it at the same time.<br /><br />Heck, I'm planning to show this to another fellow otaku pal of mine on Halloween for a B-Movie night. Because it's stupid, pretty painful to watch & unintentionally hilarious at the same time, I'm giving this movie a 3/10, an improvement from the 0.5/10 I was originally going to give it.<br /><br />(According to my grading scale: 3/10 means Pretty much both boring & bad. As fun as counting to three unless you find a way to make fun of it, then it will become as fun as counting to 15.)",0
"After Chaplin made one of his best films: Dough & Dynamite, he made one of his worst: Gentlemen Of Nerve. During this first year in films, Chaplin made about a third of all his films. Many of them were experimental in terms of ad-libbing, editing, gags, location shooting, etc. This one takes place at a racetrack where Chaplin and his friend try to get in without paying. Mabel Normand is there with her friend also, and Chaplin manages to rid himself of both his and Mabel's friends. He then woos Mabel in the grandstand with no apparent repercussions from his behavior. Lots of slapstick in here, but there is very little else to recommend this film for other then watching Chaplin develop. The print I saw was badly deteriorated, which may have affected its enjoyment. Charley Chase can be glimpsed. * of 4 stars.",0
"After the reasonably successful MASTI which was tad better Inder Kumar returned again with a comedy PYAARE MOHAN based on the Hollywood film SEE NO EVIL, HEAR NO EVIL <br /><br />The film reminds you of HUM HAI KAMAAL KE(1994) where Kader and Anupam play the blind and deaf<br /><br />This movie is a tedious exercise<br /><br />The film has jokes of such nonsense that you don't feel like laughing like Snehal Dabi's head getting stuck in the back of the horse and all those type comedies which we don't laugh at now but mock <br /><br />The film starts off in a clichéd manner and some scenes are funny sadly such moments don't last long as the story never moves in this half even the comedy gets boring The twist is well handled and the second half becomes an action film where the blind guy and the deaf go to rescue the heroines and we have all OTT chase scenes and fight scenes<br /><br />Direction by Inder Kumar is bad Music is okay, one song stands out I LOVE YOU MY ANGEL<br /><br />Vivek is awful in the comic scenes, his timing is very bad and is okay in serious scenes For some reason he keeps doing comedy and ruined his career Fardeen Khan is tad better but too wooden Amongst the rest Esha and Amrita are the heroines Boman Irani annoys here Snehal Dabbi is okay",0
"I liked Chiba in Street Fighter, and I figured hey, no matter how stupid this movie will be, I'll at least get to see him kick some ass, right? Wrong. This is a dull, dreary mess of pointless talking, half-assed scriptwriting and meaningless scheming. There are few action scenes of any kind, even fewer martial arts scenes, and the few that are are shot and edited so poorly that you can't even make out what in the world is going on. The dub is also atrocious, and perhaps the idiocy that is this movie is best illustrated by the fact that it supposedly features the Italian Mafia... EXCEPT THEY'RE ALL Japanese! Avoid like the plague--you would see better martial arts by looking through the window of your local preschool karate class for five minutes.",0
"This is one of Joan Crawford's best Talkies. It was the first Gable-Crawford pairing, and made it evident to MGM and to audiences that they were a sizzling team, leading the studio to make seven more films with them as co-stars.<br /><br />The film convincingly depicts the downward slide of a brother and sister who, after their father loses everything in the stock market crash, must fend for themselves and work for a living. Life is hard in the Depression, and soon even their attempts at finding legitimate work prove futile, and they resort to underworld activity. <br /><br />Joan Crawford is excellent as the socialite-turned-moll. She's smart, complex, and believable. She even tempers the theatrical stiffness of the other actors' early Talkie acting style. Clark Gable is a diamond-in-the rough, masculine and gruff as the no-nonsense gangster who becomes involved with Crawford's character. The same year he would play a similar and even more successful role opposite Norma Shearer in ""A Free Soul"", securing his position as top male sex symbol at MGM.<br /><br />If you like Crawford in this type of role, don't miss ""Paid"", which she did a year earlier, which is also among her best early Talkie performances.<br /><br />",1
"Finally, the uncut version of ""Baby Face"" surfaces and from what source? The Library of Congress. The restored four minutes, snippets here and there, make for a much better film. We now know that Baby Face was pimped by her old man from the time she was at least fourteen years of age. Another reason d'tat for her behavior and cold, calculating exterior.<br /><br />Barbara Stanwyck is indeed amazing in the role of Lily Powers (notice the moniker), a part that called for just the right amount of sexuality coated with power, cunning, and revenge, yet tinged with virginal pretense when called for, a very difficult portrayal to make convincing. Barbara Stanwyck conveys the necessary nuances to show that though she sleeps her way to the top (literally), she still has good in her heart--note the way she treats those few who have been kind to her such as Chico (the marvelous actress Theresa Harris) and the old philosopher. And though she exploits her sexuality to make mush of men who are rich and powerful, those same men are attempting to exploit her for their carnal desires with no intention of permanent ties until they fall in love with her.<br /><br />Lily Powers fails to understand, at first, that emotions are difficult to ride, that it's easy to lose control. One possible result is death. Hitching a wagon to a star of course materialism can take one to a destination where nothing else exists but the ephemeral, and it's a cold lonely location.<br /><br />A word should be said about the philosophy of Friedrich Nietzsche whose will to power is stressed in ""Baby Face"" by the elderly philosopher who befriends Lilly when she is still turning tricks for her old man. ""Baby Face"" was released the same year Adolf Hitler came to power in Germany. Though it's highly unlikely that the semi-literate Hitler understood much about Nietzsche, he considered himself a Nietzschean to the nth degree and touted it along side his other rantings. ""Baby Face"" serves as an indictment of the popular interpretation of Nietzsche's will to power concept, especially in the final scenes.<br /><br />Although ""You've got the cutest little baby face."" is apropos as a theme for ""Baby Face,"" an even more telling and applicable melody is W. C. Handy's ""St. Louis Blues"" played throughout the film, especially at times when the camera has to drift away from what would otherwise be sexually explicit scenes. ""St. Louis Blues"" is also used wisely toward the end as Lily begins to see beyond materialism to eternal values. Chico is singing a raw, salacious version of ""St. Louis Blues"" when Lily, now disagreeing with the lyrics, orders her to stop.<br /><br />The restored version of ""Baby Face"" makes the film more modern in its approach and attitude toward sex as power than many a new Hollywood release. By all means watch this gem from the distant past and enjoy.",1
"For those of you unfamiliar with Jimmy Stewart, this is one of his ""lesser"" films from later in his career. And, while it isn't a great film compared to many of his other pictures, it isn't bad and is a decent time-passer--but not much more.<br /><br />Kim Novak is a witch in New York City and for some inexplicable reason, she decides to cast a spell on poor Jimmy to make him fall in love with her. Over time, the cold and detached Ms. Novak also begins to fall in love with Stewart--and apparently in the witch's rule book, this is a definite NO, NO!! <br /><br />The film is odd in its sensibilities about the witches. They are neither the baby-sacrificing nor the all-powerful variety. Most of their magic is pretty limited and pointless (such as Jack Lemmon using his powers to turn off street lamps). And, very oddly, the witches all seem to be bohemians who hang out in hip bars where you might find people wearing berets and listening to crappy jazz. Considering what I think of jazz, it must really stink to be a witch in this movie's world!<br /><br />Anyway, the film is pretty romantic and mildly comedic, but not something I would rush out to watch. The acting is pretty good, but the script doesn't offer enough payoff to make this an exceptional film--in fact, I almost scored the film a 6--it was really close.",1
"this is best comedy i ever seen! but not all can understand this you must be from Georgia to understand this amazing movie! :) overall one of best film i ever seen......... Vachtangi(Benjamin) and all supporting actors playing very very good but acting of Kote Daoshvili (Father Germogel) is for my opinion best acting in supporting role in history of films :)) in this movie playing many georgian stars like ipolite xvichia,sergo Zakariadze,sofiko chiaureli,verikoan djafaridze,Sesilia Takaishvili,Dodo Abashidze.... they all are Stars in Georgian cinematography :) plus in this movie is playing great Russian star Evgeni Leonov and of course Director of the film Georgy Danelia is one of the best...... i recommending this movie for everyone but remember you must know good Russian language to watch this movie",1
"First off, I would like to point out that while I am not an expert, the way the trial was handled will insult your intelligence. Firstly, the prosecution never proved that 'facilitated learning' actually works. Irresponsible for both the prosecution(because they can get an appeal) and the defense for not acting on this. As another commenter said, facilitated learning was proved untrue. Secondly, they used Terry as the translator who has personal interest, and even will testify, in the trial which is just stupid. If the court had allowed him to testify that way, they would have brought in someone neutral otherwise they would be just asking for an appeal. Thirdly, this child was never asked specific questions about the defendant by the prosecution(birthmarks, details of the event, etc.) and even when asked by the defense specific questions like when it started, he could not answer. If that isn't reasonable doubt I don't know what is and a competent lawyer would have gotten an acquittal.<br /><br />Bottom line, it starts off well with the pressures of being the parent of a child with autism, but the trial makes this movie wholly unbelievable.",0
"2 stars, and I'm being generous. (minor spoilers) Look, this is a low budget zombie movie set in gangland Oakland. As the plot goes, a scientist wants to bring his dead brother back to life after being killed in a drive-by.<br /><br />The main problem with this movie: what zombies?! All the ""zombies"" do is growl (which doesn't sound even remotely scary) and drip fake red blood from their mouths! No scary eyes, no decaying flesh, just a bunch of people growling pathetically and running around like idiots.<br /><br />The cover is also misleading. There are only about 6 zombies in the whole film, so it's not like the whole ""hood"" is plagued with zombies or anything, it's just a few, and is contained in no time.<br /><br />The acting actually is so bad it's hilarious. No one can act at all in this movie (except maybe one of the gang members) and it really seems like a bunch of friends got together, decided to cast their family, and made a movie one weekend.<br /><br />Final note: since when do Doctors wear tracksuits?! Skip this one, please!",0
"Stupid, Stupid, Stupid. I think that Angelina Jolie is probably one of the most talented actress' today, but a movie like this isn't just worth her time. She deserves better, and so does everyone else in this movie. Talent is just wasted. Sorry, but i don't feel like writing a review for this.<br /><br />I give it NO stars out of *****.",1
"8 Simple Rules for Dating My Teenage Daughter had an auspicious start. The supremely-talented Tom Shadyac was involved in the project. This meant that the comedy would be nothing less of spectacular, and that's exactly what happened: the show remains one of the freshest, funniest, wittiest shows made in a very long time. Every line, facial expression, casting choice, scene, all wreaked of perfection. There was not one episode after which I thought, ""Man that wasn't as good as the rest"". Each one was a standout. Again, this is the kind of perfectionism that we've come to expect from Tom. For those who don't know, Tom Shadyac is the director of Ace Ventura (first movie), The Nutty Professor (first one) and Liar Liar. Quite a résumé. He's a producer here not a director, but his magic touch is felt in every episode.The family consists of:<br /><br />The Father: Paul Hennessy (John Ritter): nice, slightly neurotic, can be a pushover from time to time, works as a sports writer. John unfortunately passed away in 2003 leaving a fond memory and near-sure cancellation contemplations by the suits.<br /><br />The Mother: Cate (Katey Sagal): come on, who didn't fall in love with Katey when she played Peg on Married With Children? Al Bundy was our hero. We viewers gave him the respect and love he never had. But without Peg's nonchalant, parasitic, lazy lifestyle, Al would've probably been just another Chicago dad instead of the mess that Peg (life, actually) caused him to be. Katey was a MILF back then and still is: a brune now (instead of a redhead) and just as buxom as ever. Cate is the conservative mom and loving wife. I know it sounds boring, but comedically, she fits perfectly. <br /><br />The Ditzy Blonde Daughter: Bridget (played to perfection by Kaley Cuoco): almost never has an idiot been played so well. Aside of Gob on Arrested Development, Bridget may well be a shoe-in for any awards given to this archetype. Bridget is shallow, self-centered, not very bright and a tad slutty in his look. She plays the dumb blonde role better than absolutely anyone IMO. Perfection. One of the high-points of the show.<br /><br />The Overlooked Geeky Daughter: Kerry (Amy Davidson): a brune and a geek, she gets no love from life or circumstances. Feels overlooked, under-appreciated and neglected most of the time. She's Bridget's younger sister (in reality she's older than her) and the two's extremely opposite personalities and brains cause endless clashes, to much of our amusement.<br /><br />The Son: Rory (Martin Spanjers): was the second funniest character IMO before the passing of Ritter, then John passes, new characters come and Rory is not the wise-cracking verbal-trouble-maker that he used to: that went mostly to David Spade's character. <br /><br />Those characters were the main ones at the time of John Ritter. Unfortunately enough, the insanely hilarious Larry Miller (one of my favorites) did not get lots of screen time. He played Paul's co-worker/competitor. After an aortic dissection cost Ritter his life in 2003 (September 11th), the show was on hiatus for a while. No one thought it could come back, but it did later on, with a couple of new additions. This began the second phase of the show, and the new characters were:<br /><br />The strict, confident school principal: Ed (Adam Arkin): I saw Adam here and there on talk shows. This was the first time that I saw him do anything. Impressed, is the word I use. His performance was very impressive. Sad he wasn't brought in earlier. He also plays Cate's potential love interest after Paul passes. The gradual progress towards this point (which would've sounded crazy at the beginning) earns the creators lots of praise. It was done slowly, carefully and excellently, with constant respect paid to the Paul (Ritter).<br /><br />The Attitude Grandpa: Jim Egan (James Garner): a surprisingly welcome addition to the series, he was cannon fodder for endless 'old' jokes, mainly by...<br /><br />The 35-year-old unemployed wise-cracking half-brother of the mom: CJ (played to insanely funny heights by David Spade): I knew Spade was funny, I just didn't know he was THIS funny. Somehow, Spade's very familiar presence is sensed inside his character (as opposed to a separable character), which is understandable, since he's a comic and he's on a comedy show. This eerie feeling is kinda like seeing someone borrow lots of material from David Spade's appearances in movies, talk shows and functions (award shows, etc.) and delivering a superb impersonation of Spade's voice and comedy style, except, that it IS Spade. By that I mean you realize he's not trying to play someone else, or a whole new character: he's being the goofy, funny Spade we've come to know, and he takes this pleasantly humorous formula to the absolute top. Every line he uttered, every sarcasm he begot, all classics, literally. Spade was CRAZY-funny; so, SO funny.<br /><br />The show's humor and drama were both upped after the show was back, but audiences thought, ""John passed, it ain't gonna be the same anymore"". This is understandable, considering we are talking about a group of people (American viewers) who gave 'Yes Dear' a free ride but caused Andy Richter Controls the Universe to be cancelled in no time. As the show's quality increased, its ratings declined. Soon it was no more, sadly. <br /><br />And I saved the best for last: fans of Married With Children are in for a treat. And boy, what a treat it was. I still shiver just remembering it. It's a surprise so good that it would be crazy for me to spoil it, even if I legitimately do it under the ""spoiler..."" pretext. Suffice it to say that it's something you'll NEVER forget. I know I won't :-)",1
